Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-4.2625;-3.538],(-0.1235;0.426],[-Inf;0.4725],(1.5145; Inf],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hid
Rose,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Rose,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hud
Rose,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hed
Rose,Female,[-Inf;-4.6685],(1.4125;2.1435],(1.086; Inf],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],(0.122; Inf],(-0.9615; Inf],hid
Rose,Female,(-4.6685;-4.2625],(1.4125;2.1435],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Rose,Female,(-4.6685;-4.2625],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Rose,Female,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hAd
Rose,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hYd
Rose,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],had
Rose,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Rose,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Rose,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hud
Rose,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hed
Mike,Male,(-1.6645; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hid
Mike,Male,(-3.0185;-2.403],(-0.1235;0.426],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hId
Mike,Male,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hEd
Mike,Male,(-2.403;-1.6645],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hAd
Mike,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hYd
Mike,Male,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],had
Mike,Male,(-3.0185;-2.403],(0.711;1.4125],(0.4725;1.086],(1.5145; Inf],(-1.0915;-0.7345],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hOd
Mike,Male,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Mike,Male,(-4.2625;-3.538],(0.711;1.4125],(0.4725;1.086],(0.829;1.5145],[-Inf;-1.0915],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hUd
Mike,Male,[-Inf;-4.6685],(1.4125;2.1435],(0.4725;1.086],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hud
Mike,Male,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hed
Mike,Male,(-1.6645; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hid
Mike,Male,(-3.0185;-2.403],(-0.1235;0.426],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hId
Mike,Male,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Mike,Male,(-2.403;-1.6645],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hAd
Mike,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hYd
Mike,Male,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],had
Mike,Male,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Mike,Male,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hed
Mike,Male,(-2.403;-1.6645],(-0.1235;0.426],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hId
Mike,Male,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Mike,Male,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hAd
Mike,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hYd
Mike,Male,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],had
Mike,Male,(-3.0185;-2.403],(0.711;1.4125],(0.4725;1.086],(1.5145; Inf],(-1.0915;-0.7345],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hOd
Mike,Male,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Mike,Male,(-4.2625;-3.538],(1.4125;2.1435],(1.086; Inf],(0.829;1.5145],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hUd
Mike,Male,[-Inf;-4.6685],(0.711;1.4125],(0.4725;1.086],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hud
Mike,Male,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hed
Mike,Male,(-1.6645; Inf],(-0.1235;0.426],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hId
Mike,Male,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hEd
Mike,Male,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hAd
Mike,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hYd
Mike,Male,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],had
Mike,Male,(-3.0185;-2.403],(0.426;0.711],(0.4725;1.086],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],(0.122; Inf],(-0.9615; Inf],hOd
Mike,Male,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Mike,Male,(-4.2625;-3.538],(1.4125;2.1435],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hUd
Mike,Male,[-Inf;-4.6685],(0.711;1.4125],(0.4725;1.086],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hud
Mike,Male,(-3.538;-3.0185],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hed
Mike,Male,(-3.538;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(1.5145; Inf],(0.286; Inf],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hid
Mike,Male,(-1.6645; Inf],(-0.1235;0.426],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hId
Mike,Male,(-2.403;-1.6645],(0.426;0.711],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hEd
Mike,Male,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hAd
Mike,Male,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hYd
Mike,Male,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],had
Mike,Male,(-3.0185;-2.403],(0.711;1.4125],(0.4725;1.086],(1.5145; Inf],(-1.0915;-0.7345],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hOd
Mike,Male,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Mike,Male,(-4.2625;-3.538],(1.4125;2.1435],(0.4725;1.086],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hUd
Mike,Male,[-Inf;-4.6685],(0.711;1.4125],(0.4725;1.086],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hud
Mike,Male,(-3.538;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hid
Mike,Male,(-2.403;-1.6645],(-0.1235;0.426],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hId
Mike,Male,(-1.6645; Inf],(0.426;0.711],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hEd
Mike,Male,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hAd
Mike,Male,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],had
Mike,Male,(-3.538;-3.0185],(1.4125;2.1435],(0.4725;1.086],(1.5145; Inf],(-1.0915;-0.7345],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hOd
Mike,Male,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Mike,Male,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hUd
Mike,Male,[-Inf;-4.6685],(0.711;1.4125],(0.4725;1.086],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hud
Mike,Male,(-3.538;-3.0185],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hed
Nick,Male,(-3.538;-3.0185],(-0.1235;0.426],[-Inf;0.4725],(1.5145; Inf],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hid
Nick,Male,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hEd
Nick,Male,(-2.403;-1.6645],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hAd
Nick,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hYd
Nick,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],had
Nick,Male,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Nick,Male,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Nick,Male,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hUd
Nick,Male,[-Inf;-4.6685],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(0.122; Inf],(-0.9615; Inf],hud
Nick,Male,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Nick,Male,(-3.538;-3.0185],(-0.1235;0.426],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hid
Nick,Male,(-3.538;-3.0185],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hId
Nick,Male,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hEd
Nick,Male,(-2.403;-1.6645],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hAd
Nick,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hYd
Nick,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],had
Nick,Male,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Nick,Male,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Nick,Male,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hUd
Nick,Male,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hud
Nick,Male,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Nick,Male,(-3.0185;-2.403],(-0.1235;0.426],[-Inf;0.4725],(1.5145; Inf],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hid
Nick,Male,(-3.538;-3.0185],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hId
Nick,Male,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hEd
Nick,Male,(-2.403;-1.6645],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hAd
Nick,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hYd
Nick,Male,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Nick,Male,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hod
Nick,Male,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Nick,Male,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hud
Nick,Male,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Nick,Male,(-3.0185;-2.403],(-0.1235;0.426],[-Inf;0.4725],(1.5145; Inf],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hid
Nick,Male,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hId
Nick,Male,(-2.403;-1.6645],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hEd
Nick,Male,(-2.403;-1.6645],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hAd
Nick,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hYd
Nick,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],had
Nick,Male,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Nick,Male,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hod
Nick,Male,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hUd
Nick,Male,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(0.122; Inf],(-0.9615; Inf],hud
Nick,Male,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Nick,Male,(-3.538;-3.0185],(-0.1235;0.426],[-Inf;0.4725],(1.5145; Inf],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hid
Nick,Male,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hId
Nick,Male,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hYd
