X,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,labels
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(349756;395938],[-Inf;0.5],b'tcp',b'private',b'S0',[-Inf;3.5],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(10.5;71.5],[-Inf;3.5],(0.745; Inf],(0.75; Inf],[-Inf;0.005],[-Inf;0.02],(0.005;0.67],(0.48; Inf],[-Inf;0.005],(254; Inf],[-Inf;1.5],[-Inf;0.005],(0.045;0.11],[-Inf;0.005],[-Inf;0.005],(0.9; Inf],(0.51; Inf],[-Inf;0.005],[-Inf;0.005],neptune.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(91231;103735],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(43023.5;50586.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
[-Inf;43023.5],[-Inf;0.5],b'tcp',b'http',b'SF',(29;500],(18;8206],0,0,0,[-Inf;0.5],0,1,0,0,0,0,0,0,0,0,0,0,(10.5;71.5],(3.5;25.5],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],normal.
(91231;103735],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(346726;346947.5],[-Inf;0.5],b'udp',b'private',b'SF',(23.5;29],[-Inf;18],0,3,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(71.5;366],(25.5;158],(0.005;0.025],[-Inf;0.75],(0.005;0.015],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(27;254.5],(0.105;0.995],(0.005;0.045],(0.005;0.995],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],(0.005;0.695],[-Inf;0.005],teardrop.
(449726.5;459326],(0.5; Inf],b'udp',b'other',b'SF',(29;500],(18;8206],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,[-Inf;10.5],[-Inf;3.5],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(1.5;27],(0.005;0.105],(0.11;0.935],(0.005;0.995],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],normal.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(480226; Inf],[-Inf;0.5],b'tcp',b'ftp_data',b'SF',(29;500],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,[-Inf;10.5],[-Inf;3.5],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],[-Inf;254],(27;254.5],(0.105;0.995],(0.11;0.935],(0.005;0.995],(0.005; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],normal.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
[-Inf;43023.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(107632.5;128546],[-Inf;0.5],b'tcp',b'private',b'S0',[-Inf;3.5],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(71.5;366],[-Inf;3.5],(0.745; Inf],(0.75; Inf],[-Inf;0.005],[-Inf;0.02],(0.005;0.67],(0.035;0.48],[-Inf;0.005],(254; Inf],(1.5;27],(0.005;0.105],(0.045;0.11],[-Inf;0.005],[-Inf;0.005],(0.9; Inf],(0.51; Inf],[-Inf;0.005],[-Inf;0.005],neptune.
(136425.5;149662],[-Inf;0.5],b'udp',b'private',b'SF',(23.5;29],[-Inf;18],0,3,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(10.5;71.5],(25.5;158],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(27;254.5],(0.105;0.995],(0.005;0.045],(0.005;0.995],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],teardrop.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(349756;395938],[-Inf;0.5],b'tcp',b'private',b'S0',[-Inf;3.5],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(71.5;366],(3.5;25.5],(0.745; Inf],(0.75; Inf],[-Inf;0.005],[-Inf;0.02],(0.005;0.67],(0.035;0.48],[-Inf;0.005],(254; Inf],(1.5;27],(0.005;0.105],(0.045;0.11],[-Inf;0.005],[-Inf;0.005],(0.9; Inf],(0.51; Inf],[-Inf;0.005],[-Inf;0.005],neptune.
(73846;91231],[-Inf;0.5],b'tcp',b'http',b'SF',(29;500],(18;8206],0,0,0,[-Inf;0.5],0,1,0,0,0,0,0,0,0,0,0,0,(10.5;71.5],(3.5;25.5],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],(0.005; Inf],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],normal.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(73846;91231],[-Inf;0.5],b'tcp',b'ftp_data',b'SF',(1040;33722.5],[-Inf;18],0,0,0,[-Inf;0.5],0,1,0,0,0,0,0,0,0,0,0,0,[-Inf;10.5],(3.5;25.5],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],(0.005; Inf],[-Inf;254],(27;254.5],(0.105;0.995],(0.045;0.11],(0.005;0.995],(0.005; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],normal.
(395938;449726.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(50586.5;52035.5],[-Inf;0.5],b'tcp',b'http',b'SF',(33722.5; Inf],(8206;8490.5],0,0,0,(0.5; Inf],0,1,1,0,0,0,0,0,0,0,0,0,[-Inf;10.5],(3.5;25.5],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],(0.005;0.695],(0.005;0.995],back.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(349756;395938],[-Inf;0.5],b'tcp',b'private',b'S0',[-Inf;3.5],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(71.5;366],[-Inf;3.5],(0.745; Inf],(0.75; Inf],[-Inf;0.005],[-Inf;0.02],[-Inf;0.005],(0.035;0.48],[-Inf;0.005],(254; Inf],(1.5;27],(0.005;0.105],(0.045;0.11],[-Inf;0.005],[-Inf;0.005],(0.9; Inf],(0.51; Inf],[-Inf;0.005],[-Inf;0.005],neptune.
(73846;91231],[-Inf;0.5],b'tcp',b'http',b'SF',(29;500],(18;8206],0,0,0,[-Inf;0.5],0,1,0,0,0,0,0,0,0,0,0,0,(10.5;71.5],(3.5;25.5],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],(0.005; Inf],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],normal.
(136425.5;149662],[-Inf;0.5],b'tcp',b'private',b'REJ',[-Inf;3.5],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],[-Inf;3.5],(0.025;0.17],[-Inf;0.75],(0.47;0.98],(0.02; Inf],[-Inf;0.005],(0.48; Inf],[-Inf;0.005],(254; Inf],[-Inf;1.5],[-Inf;0.005],(0.935; Inf],[-Inf;0.005],[-Inf;0.005],(0.005;0.9],[-Inf;0.005],(0.695; Inf],(0.995; Inf],satan.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(91231;103735],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(136425.5;149662],(0.5; Inf],b'tcp',b'ftp',b'SF',(1040;33722.5],(18;8206],0,0,0,(0.5; Inf],0,1,0,0,0,0,0,0,0,0,0,1,[-Inf;10.5],[-Inf;3.5],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(27;254.5],(0.105;0.995],(0.005;0.045],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],warezclient.
(73846;91231],[-Inf;0.5],b'tcp',b'http',b'SF',(29;500],(18;8206],0,0,0,[-Inf;0.5],0,1,0,0,0,0,0,0,0,0,0,0,[-Inf;10.5],(25.5;158],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],(0.005; Inf],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],normal.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(53349.5;73846],[-Inf;0.5],b'tcp',b'private',b'S0',[-Inf;3.5],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(71.5;366],(3.5;25.5],(0.745; Inf],(0.75; Inf],[-Inf;0.005],[-Inf;0.02],(0.005;0.67],(0.035;0.48],[-Inf;0.005],(254; Inf],(1.5;27],(0.005;0.105],(0.045;0.11],[-Inf;0.005],[-Inf;0.005],(0.9; Inf],(0.51; Inf],[-Inf;0.005],[-Inf;0.005],neptune.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
[-Inf;43023.5],[-Inf;0.5],b'tcp',b'http',b'SF',(29;500],(8490.5; Inf],0,0,0,[-Inf;0.5],0,1,0,0,0,0,0,0,0,0,0,0,[-Inf;10.5],(3.5;25.5],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],(0.005; Inf],[-Inf;254],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.005;0.995],(0.005; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],normal.
(395938;449726.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(52035.5;53349.5],[-Inf;0.5],b'tcp',b'auth',b'SF',(3.5;23.5],(18;8206],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,[-Inf;10.5],[-Inf;3.5],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],[-Inf;254],(1.5;27],(0.005;0.105],(0.11;0.935],(0.005;0.995],(0.005; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],normal.
(149662;344291.5],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
(459326;480226],[-Inf;0.5],b'tcp',b'private',b'REJ',[-Inf;3.5],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(71.5;366],(3.5;25.5],[-Inf;0.005],[-Inf;0.75],(0.98; Inf],(0.02; Inf],(0.005;0.67],(0.035;0.48],[-Inf;0.005],(254; Inf],(1.5;27],(0.005;0.105],(0.045;0.11],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],(0.695; Inf],(0.995; Inf],neptune.
(91231;103735],[-Inf;0.5],b'icmp',b'ecr_i',b'SF',(500;1040],[-Inf;18],0,0,0,[-Inf;0.5],0,0,0,0,0,0,0,0,0,0,0,0,(366; Inf],(158; Inf],[-Inf;0.005],[-Inf;0.75],[-Inf;0.005],[-Inf;0.02],(0.67; Inf],[-Inf;0.035],[-Inf;0.005],(254; Inf],(254.5; Inf],(0.995; Inf],[-Inf;0.005],(0.995; Inf],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],[-Inf;0.005],smurf.
