Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-3.7685;-3.143],(-0.1235;0.4245],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Rose,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Rose,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hed
Rose,Female,[-Inf;-4.5165],(1.2205;2.215],(1.086; Inf],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],(0.2025; Inf],[-Inf; Inf],hid
Rose,Female,[-Inf;-4.5165],(1.2205;2.215],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Rose,Female,(-4.5165;-3.7685],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Rose,Female,(-3.7685;-3.143],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Rose,Female,(-3.7685;-3.143],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Rose,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Rose,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Rose,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Rose,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hed
Mike,Male,(-1.4625; Inf],[-Inf;-0.1235],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Mike,Male,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Mike,Male,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hEd
Mike,Male,(-3.143;-2.1755],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hYd
Mike,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],had
Mike,Male,(-3.143;-2.1755],(0.7165;1.2205],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hOd
Mike,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Mike,Male,(-4.5165;-3.7685],(1.2205;2.215],(0.4385;1.086],(0.8405;1.4965],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hUd
Mike,Male,[-Inf;-4.5165],(1.2205;2.215],(0.4385;1.086],(0.8405;1.4965],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Mike,Male,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hed
Mike,Male,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Mike,Male,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Mike,Male,(-3.143;-2.1755],(0.7165;1.2205],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hOd
Mike,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Mike,Male,(-4.5165;-3.7685],(1.2205;2.215],(0.4385;1.086],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hUd
Mike,Male,[-Inf;-4.5165],(0.7165;1.2205],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Mike,Male,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hed
Mike,Male,(-2.1755;-1.4625],[-Inf;-0.1235],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Mike,Male,(-2.1755;-1.4625],(-0.1235;0.4245],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hId
Mike,Male,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Mike,Male,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Mike,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hYd
Mike,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],had
Mike,Male,(-3.143;-2.1755],(0.7165;1.2205],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hOd
Mike,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Mike,Male,(-4.5165;-3.7685],(1.2205;2.215],(1.086; Inf],(0.8405;1.4965],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Mike,Male,[-Inf;-4.5165],(0.7165;1.2205],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Mike,Male,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hed
Mike,Male,(-3.143;-2.1755],[-Inf;-0.1235],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Mike,Male,(-1.4625; Inf],(-0.1235;0.4245],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hId
Mike,Male,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hEd
Mike,Male,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Mike,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hYd
Mike,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Mike,Male,(-3.143;-2.1755],(0.4245;0.7165],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],(0.2025; Inf],[-Inf; Inf],hOd
Mike,Male,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Mike,Male,(-4.5165;-3.7685],(1.2205;2.215],(0.4385;1.086],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hUd
Mike,Male,[-Inf;-4.5165],(0.7165;1.2205],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Mike,Male,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hed
Mike,Male,(-3.7685;-3.143],[-Inf;-0.1235],[-Inf;0.4385],(1.4965; Inf],(0.4995; Inf],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Mike,Male,(-2.1755;-1.4625],(-0.1235;0.4245],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hId
Mike,Male,(-2.1755;-1.4625],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hEd
Mike,Male,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Mike,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hYd
Mike,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Mike,Male,(-3.143;-2.1755],(0.7165;1.2205],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hOd
Mike,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Mike,Male,(-4.5165;-3.7685],(1.2205;2.215],(0.4385;1.086],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hUd
Mike,Male,[-Inf;-4.5165],(0.7165;1.2205],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Mike,Male,(-3.7685;-3.143],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hed
Mike,Male,(-3.7685;-3.143],[-Inf;-0.1235],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Mike,Male,(-2.1755;-1.4625],(-0.1235;0.4245],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hId
Mike,Male,(-1.4625; Inf],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hEd
Mike,Male,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Mike,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hYd
Mike,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Mike,Male,(-3.143;-2.1755],(1.2205;2.215],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hOd
Mike,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Mike,Male,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hUd
Mike,Male,[-Inf;-4.5165],(0.7165;1.2205],(0.4385;1.086],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Mike,Male,(-3.7685;-3.143],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hed
Nick,Male,(-3.7685;-3.143],(0.7165;1.2205],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Nick,Male,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hEd
Nick,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Nick,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Nick,Male,(-3.7685;-3.143],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Nick,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Nick,Male,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Nick,Male,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Nick,Male,(-3.7685;-3.143],(0.7165;1.2205],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Nick,Male,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Nick,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Nick,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Nick,Male,(-3.7685;-3.143],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Nick,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Nick,Male,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hud
Nick,Male,(-3.7685;-3.143],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Nick,Male,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Nick,Male,(-3.7685;-3.143],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Nick,Male,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hEd
Nick,Male,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Nick,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Nick,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Nick,Male,(-3.7685;-3.143],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Nick,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Nick,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Nick,Male,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Nick,Male,(-3.7685;-3.143],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Nick,Male,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Nick,Male,(-2.1755;-1.4625],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hEd
Nick,Male,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Nick,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Nick,Male,(-3.7685;-3.143],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Nick,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Nick,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Nick,Male,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],(0.2025; Inf],[-Inf; Inf],hud
Nick,Male,(-3.7685;-3.143],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Nick,Male,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Nick,Male,(-3.7685;-3.143],(1.2205;2.215],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Nick,Male,(-2.1755;-1.4625],(0.4245;0.7165],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hEd
Nick,Male,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Nick,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
