CIRCULARITY,ELONGATEDNESS,HOLLOWS RATIO,MAX.LENGTH RECTANGULARITY,SKEWNESS ABOUT_MINOR,PR.AXIS ASPECT RATIO,KURTOSIS ABOUT_MAJOR,SKEWNESS ABOUT_MAJOR,PR.AXIS RECTANGULARITY,SCATTER RATIO,SCALED VARIANCE_MAJOR,SCALED VARIANCE_MINOR,COMPACTNESS,RADIUS RATIO,SCALED RADIUS OF GYRATION,MAX.LENGTH ASPECT RATIO,DISTANCE CIRCULARITY,KURTOSIS ABOUT_MINOR,Class
-inf_to_40.5,46.5_to_inf,189.5_to_inf,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,76.5_to_92.5,177.5_to_181.5,opel
-inf_to_40.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,68.5_to_86.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,166.5_to_188.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,191.5_to_inf,bus
54.5_to_inf,-inf_to_29.5,-inf_to_182.5,160.5_to_171.5,-inf_to_11.5,-inf_to_52.5,-inf_to_19.5,74.5_to_inf,25.5_to_inf,230.5_to_inf,242.0_to_inf,761.5_to_inf,98.5_to_inf,166.5_to_188.5,241.0_to_inf,-inf_to_7.5,92.5_to_inf,177.5_to_181.5,bus
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,8.5_to_16.0,76.5_to_92.5,185.5_to_191.5,van
-inf_to_40.5,46.5_to_inf,189.5_to_inf,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,-inf_to_63.5,185.5_to_191.5,van
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,68.5_to_86.5,-inf_to_19.5,64.5_to_74.5,19.5_to_20.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,87.5_to_98.5,188.5_to_234.5,-inf_to_170.5,-inf_to_7.5,76.5_to_92.5,191.5_to_inf,bus
-inf_to_40.5,46.5_to_inf,182.5_to_189.5,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,-inf_to_63.5,177.5_to_181.5,opel
54.5_to_inf,29.5_to_41.5,189.5_to_inf,171.5_to_inf,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,581.0_to_721.5,98.5_to_inf,188.5_to_234.5,189.5_to_241.0,8.5_to_16.0,92.5_to_inf,185.5_to_191.5,saab
-inf_to_40.5,29.5_to_41.5,189.5_to_inf,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,19.5_to_20.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,8.5_to_16.0,76.5_to_92.5,185.5_to_191.5,opel
49.5_to_54.5,29.5_to_41.5,189.5_to_inf,148.5_to_160.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,581.0_to_721.5,98.5_to_inf,188.5_to_234.5,189.5_to_241.0,8.5_to_16.0,92.5_to_inf,185.5_to_191.5,saab
40.5_to_49.5,41.5_to_46.5,182.5_to_189.5,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,170.5_to_189.5,-inf_to_7.5,63.5_to_76.5,181.5_to_185.5,bus
49.5_to_54.5,29.5_to_41.5,189.5_to_inf,148.5_to_160.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,581.0_to_721.5,87.5_to_98.5,188.5_to_234.5,189.5_to_241.0,8.5_to_16.0,92.5_to_inf,185.5_to_191.5,opel
40.5_to_49.5,41.5_to_46.5,182.5_to_189.5,135.5_to_148.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,76.5_to_92.5,181.5_to_185.5,saab
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,185.5_to_191.5,bus
40.5_to_49.5,41.5_to_46.5,-inf_to_182.5,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,170.5_to_189.5,-inf_to_7.5,63.5_to_76.5,177.5_to_181.5,bus
40.5_to_49.5,41.5_to_46.5,182.5_to_189.5,135.5_to_148.5,-inf_to_11.5,86.5_to_inf,-inf_to_19.5,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,180.5_to_242.0,298.5_to_350.5,-inf_to_87.5,234.5_to_inf,170.5_to_189.5,16.0_to_inf,63.5_to_76.5,177.5_to_181.5,bus
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,166.5_to_188.5,-inf_to_170.5,8.5_to_16.0,76.5_to_92.5,191.5_to_inf,van
40.5_to_49.5,46.5_to_inf,189.5_to_inf,135.5_to_148.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,191.5_to_inf,van
-inf_to_40.5,46.5_to_inf,189.5_to_inf,-inf_to_135.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,-inf_to_63.5,185.5_to_191.5,van
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,74.5_to_inf,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,98.5_to_inf,188.5_to_234.5,-inf_to_170.5,-inf_to_7.5,76.5_to_92.5,191.5_to_inf,bus
49.5_to_54.5,29.5_to_41.5,189.5_to_inf,160.5_to_171.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,581.0_to_721.5,98.5_to_inf,188.5_to_234.5,189.5_to_241.0,8.5_to_16.0,92.5_to_inf,185.5_to_191.5,saab
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,148.5_to_160.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,98.5_to_inf,188.5_to_234.5,-inf_to_170.5,8.5_to_16.0,92.5_to_inf,191.5_to_inf,opel
-inf_to_40.5,41.5_to_46.5,189.5_to_inf,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,7.5_to_8.5,76.5_to_92.5,181.5_to_185.5,opel
40.5_to_49.5,41.5_to_46.5,182.5_to_189.5,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,170.5_to_189.5,7.5_to_8.5,63.5_to_76.5,177.5_to_181.5,bus
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,148.5_to_160.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,98.5_to_inf,188.5_to_234.5,170.5_to_189.5,-inf_to_7.5,76.5_to_92.5,191.5_to_inf,bus
-inf_to_40.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,8.5_to_16.0,76.5_to_92.5,185.5_to_191.5,van
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,148.5_to_160.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,154.5_to_163.5,165.5_to_180.5,350.5_to_389.5,87.5_to_98.5,-inf_to_166.5,170.5_to_189.5,8.5_to_16.0,76.5_to_92.5,181.5_to_185.5,van
-inf_to_40.5,41.5_to_46.5,182.5_to_189.5,-inf_to_135.5,11.5_to_inf,52.5_to_68.5,19.5_to_inf,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,177.5_to_181.5,opel
-inf_to_40.5,46.5_to_inf,182.5_to_189.5,-inf_to_135.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,-inf_to_63.5,181.5_to_185.5,opel
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,148.5_to_160.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,18.5_to_19.5,154.5_to_163.5,165.5_to_180.5,350.5_to_389.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,8.5_to_16.0,76.5_to_92.5,181.5_to_185.5,van
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,148.5_to_160.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,19.5_to_20.5,154.5_to_163.5,165.5_to_180.5,350.5_to_389.5,87.5_to_98.5,-inf_to_166.5,170.5_to_189.5,8.5_to_16.0,76.5_to_92.5,185.5_to_191.5,van
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,581.0_to_721.5,98.5_to_inf,188.5_to_234.5,170.5_to_189.5,7.5_to_8.5,92.5_to_inf,185.5_to_191.5,opel
49.5_to_54.5,29.5_to_41.5,189.5_to_inf,160.5_to_171.5,11.5_to_inf,68.5_to_86.5,19.5_to_inf,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,581.0_to_721.5,98.5_to_inf,188.5_to_234.5,189.5_to_241.0,8.5_to_16.0,92.5_to_inf,185.5_to_191.5,saab
40.5_to_49.5,41.5_to_46.5,182.5_to_189.5,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,170.5_to_189.5,7.5_to_8.5,63.5_to_76.5,177.5_to_181.5,bus
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,148.5_to_160.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,87.5_to_98.5,166.5_to_188.5,189.5_to_241.0,-inf_to_7.5,76.5_to_92.5,191.5_to_inf,bus
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,148.5_to_160.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,19.5_to_20.5,154.5_to_163.5,165.5_to_180.5,350.5_to_389.5,87.5_to_98.5,-inf_to_166.5,170.5_to_189.5,8.5_to_16.0,76.5_to_92.5,181.5_to_185.5,van
-inf_to_40.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,-inf_to_64.5,18.5_to_19.5,140.5_to_154.5,-inf_to_165.5,298.5_to_350.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,8.5_to_16.0,76.5_to_92.5,191.5_to_inf,van
-inf_to_40.5,46.5_to_inf,189.5_to_inf,-inf_to_135.5,11.5_to_inf,52.5_to_68.5,19.5_to_inf,64.5_to_74.5,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,-inf_to_63.5,185.5_to_191.5,saab
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,170.5_to_189.5,7.5_to_8.5,63.5_to_76.5,185.5_to_191.5,van
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,148.5_to_160.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,19.5_to_20.5,154.5_to_163.5,165.5_to_180.5,350.5_to_389.5,87.5_to_98.5,-inf_to_166.5,170.5_to_189.5,8.5_to_16.0,76.5_to_92.5,181.5_to_185.5,van
40.5_to_49.5,41.5_to_46.5,182.5_to_189.5,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,185.5_to_191.5,bus
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,16.0_to_inf,63.5_to_76.5,181.5_to_185.5,bus
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,148.5_to_160.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,19.5_to_20.5,154.5_to_163.5,165.5_to_180.5,350.5_to_389.5,87.5_to_98.5,166.5_to_188.5,-inf_to_170.5,8.5_to_16.0,76.5_to_92.5,191.5_to_inf,van
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,135.5_to_148.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,98.5_to_inf,166.5_to_188.5,189.5_to_241.0,8.5_to_16.0,92.5_to_inf,185.5_to_191.5,saab
-inf_to_40.5,41.5_to_46.5,189.5_to_inf,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,76.5_to_92.5,191.5_to_inf,saab
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,87.5_to_98.5,166.5_to_188.5,-inf_to_170.5,8.5_to_16.0,92.5_to_inf,191.5_to_inf,saab
-inf_to_40.5,46.5_to_inf,182.5_to_189.5,135.5_to_148.5,-inf_to_11.5,-inf_to_52.5,-inf_to_19.5,74.5_to_inf,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,185.5_to_191.5,van
49.5_to_54.5,29.5_to_41.5,189.5_to_inf,171.5_to_inf,11.5_to_inf,52.5_to_68.5,19.5_to_inf,74.5_to_inf,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,581.0_to_721.5,98.5_to_inf,-inf_to_166.5,189.5_to_241.0,8.5_to_16.0,92.5_to_inf,185.5_to_191.5,opel
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,160.5_to_171.5,-inf_to_11.5,86.5_to_inf,-inf_to_19.5,74.5_to_inf,19.5_to_20.5,154.5_to_163.5,180.5_to_242.0,350.5_to_389.5,87.5_to_98.5,234.5_to_inf,170.5_to_189.5,16.0_to_inf,76.5_to_92.5,181.5_to_185.5,van
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,160.5_to_171.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,19.5_to_20.5,154.5_to_163.5,165.5_to_180.5,350.5_to_389.5,-inf_to_87.5,-inf_to_166.5,170.5_to_189.5,8.5_to_16.0,63.5_to_76.5,181.5_to_185.5,van
40.5_to_49.5,46.5_to_inf,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,8.5_to_16.0,63.5_to_76.5,191.5_to_inf,van
-inf_to_40.5,46.5_to_inf,182.5_to_189.5,-inf_to_135.5,11.5_to_inf,52.5_to_68.5,19.5_to_inf,64.5_to_74.5,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,-inf_to_63.5,181.5_to_185.5,saab
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,7.5_to_8.5,76.5_to_92.5,185.5_to_191.5,van
40.5_to_49.5,41.5_to_46.5,-inf_to_182.5,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,170.5_to_189.5,7.5_to_8.5,-inf_to_63.5,177.5_to_181.5,bus
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,160.5_to_171.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,581.0_to_721.5,98.5_to_inf,188.5_to_234.5,170.5_to_189.5,8.5_to_16.0,92.5_to_inf,191.5_to_inf,opel
40.5_to_49.5,41.5_to_46.5,182.5_to_189.5,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,170.5_to_189.5,7.5_to_8.5,63.5_to_76.5,177.5_to_181.5,bus
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,19.5_to_20.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,87.5_to_98.5,166.5_to_188.5,170.5_to_189.5,-inf_to_7.5,76.5_to_92.5,191.5_to_inf,opel
49.5_to_54.5,29.5_to_41.5,189.5_to_inf,171.5_to_inf,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,721.5_to_761.5,98.5_to_inf,188.5_to_234.5,189.5_to_241.0,8.5_to_16.0,92.5_to_inf,185.5_to_191.5,opel
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,160.5_to_171.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,19.5_to_20.5,154.5_to_163.5,165.5_to_180.5,350.5_to_389.5,98.5_to_inf,-inf_to_166.5,-inf_to_170.5,8.5_to_16.0,76.5_to_92.5,185.5_to_191.5,van
-inf_to_40.5,41.5_to_46.5,189.5_to_inf,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,166.5_to_188.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,191.5_to_inf,bus
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,-inf_to_64.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,350.5_to_389.5,87.5_to_98.5,166.5_to_188.5,-inf_to_170.5,7.5_to_8.5,63.5_to_76.5,191.5_to_inf,saab
-inf_to_40.5,46.5_to_inf,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,68.5_to_86.5,19.5_to_inf,64.5_to_74.5,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,7.5_to_8.5,63.5_to_76.5,191.5_to_inf,van
49.5_to_54.5,29.5_to_41.5,189.5_to_inf,148.5_to_160.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,98.5_to_inf,188.5_to_234.5,189.5_to_241.0,8.5_to_16.0,92.5_to_inf,191.5_to_inf,saab
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,68.5_to_86.5,19.5_to_inf,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,87.5_to_98.5,188.5_to_234.5,-inf_to_170.5,-inf_to_7.5,76.5_to_92.5,191.5_to_inf,bus
-inf_to_40.5,41.5_to_46.5,189.5_to_inf,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,-inf_to_64.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,166.5_to_188.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,191.5_to_inf,opel
40.5_to_49.5,29.5_to_41.5,189.5_to_inf,148.5_to_160.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,581.0_to_721.5,98.5_to_inf,188.5_to_234.5,170.5_to_189.5,8.5_to_16.0,92.5_to_inf,185.5_to_191.5,saab
-inf_to_40.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,8.5_to_16.0,76.5_to_92.5,185.5_to_191.5,van
54.5_to_inf,-inf_to_29.5,182.5_to_189.5,160.5_to_171.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,25.5_to_inf,230.5_to_inf,242.0_to_inf,761.5_to_inf,98.5_to_inf,188.5_to_234.5,189.5_to_241.0,-inf_to_7.5,92.5_to_inf,181.5_to_185.5,bus
-inf_to_40.5,41.5_to_46.5,189.5_to_inf,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,-inf_to_64.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,76.5_to_92.5,191.5_to_inf,opel
40.5_to_49.5,46.5_to_inf,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,87.5_to_98.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,185.5_to_191.5,van
-inf_to_40.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,19.5_to_inf,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,185.5_to_191.5,saab
40.5_to_49.5,41.5_to_46.5,189.5_to_inf,135.5_to_148.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,18.5_to_19.5,140.5_to_154.5,165.5_to_180.5,298.5_to_350.5,87.5_to_98.5,-inf_to_166.5,170.5_to_189.5,-inf_to_7.5,63.5_to_76.5,191.5_to_inf,opel
-inf_to_40.5,46.5_to_inf,182.5_to_189.5,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,74.5_to_inf,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,-inf_to_63.5,-inf_to_177.5,opel
49.5_to_54.5,29.5_to_41.5,189.5_to_inf,160.5_to_171.5,11.5_to_inf,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,20.5_to_25.5,163.5_to_230.5,180.5_to_242.0,581.0_to_721.5,98.5_to_inf,188.5_to_234.5,189.5_to_241.0,8.5_to_16.0,92.5_to_inf,191.5_to_inf,opel
-inf_to_40.5,29.5_to_41.5,189.5_to_inf,135.5_to_148.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,-inf_to_64.5,19.5_to_20.5,163.5_to_230.5,180.5_to_242.0,389.5_to_581.0,87.5_to_98.5,188.5_to_234.5,-inf_to_170.5,8.5_to_16.0,76.5_to_92.5,191.5_to_inf,saab
-inf_to_40.5,46.5_to_inf,189.5_to_inf,-inf_to_135.5,-inf_to_11.5,52.5_to_68.5,-inf_to_19.5,64.5_to_74.5,-inf_to_18.5,-inf_to_140.5,-inf_to_165.5,-inf_to_298.5,-inf_to_87.5,-inf_to_166.5,-inf_to_170.5,-inf_to_7.5,63.5_to_76.5,185.5_to_191.5,saab
